route_key,mode,o_zone_id,d_zone_id,o_x_coord,o_y_coord,d_x_coord,d_y_coord,total_distance_mile,total_distance_km,straight_line_distance_mile,straight_line_distance_km,distance_ratio,total_free_flow_travel_time,total_congestion_travel_time,volume,WKT_geometry
11_8_sov,sov,11,8,-96.7468,43.5441,-96.7114,43.5623,14,22.526,2.17553,3.50042,6.43522,14,42.7697,800,"LINESTRING(-96.746841 43.544131,-96.731438 43.545271,-96.711382 43.546744,-96.711382 43.562324)"
11_9_sov,sov,11,9,-96.7468,43.5441,-96.7312,43.5486,8,12.872,0.839949,1.35148,9.52439,8,17.8962,1400,"LINESTRING(-96.746841 43.544131,-96.731438 43.545271,-96.731241 43.548596)"
11_10_sov,sov,11,10,-96.7468,43.5441,-96.7314,43.5453,5,8.045,0.77541,1.24763,6.4482,5,12.1033,3900,"LINESTRING(-96.746841 43.544131,-96.731438 43.545271)"
11_12_sov,sov,11,12,-96.7468,43.5441,-96.7801,43.5439,6,9.654,1.6676,2.68317,3.59798,6,13.6617,1400,"LINESTRING(-96.746841 43.544131,-96.780137 43.543941)"
11_13_sov,sov,11,13,-96.7468,43.5441,-96.7934,43.4907,9,14.481,4.366,7.02489,2.06138,9,16.6894,1000,"LINESTRING(-96.746841 43.544131,-96.780137 43.543941,-96.793377 43.490707)"
11_14_sov,sov,11,14,-96.7468,43.5441,-96.751,43.5293,4,6.436,1.04562,1.6824,3.82549,4,14.5461,1600,"LINESTRING(-96.746841 43.544131,-96.751035 43.529306)"
11_15_sov,sov,11,15,-96.7468,43.5441,-96.7315,43.5294,9,14.481,1.27511,2.05166,7.0582,9,27.2799,1400,"LINESTRING(-96.746841 43.544131,-96.751035 43.529306,-96.731504 43.529401)"
11_16_sov,sov,11,16,-96.7468,43.5441,-96.7114,43.5467,9,14.481,1.78499,2.87205,5.04205,9,32.1945,1400,"LINESTRING(-96.746841 43.544131,-96.731438 43.545271,-96.711382 43.546744)"
11_17_sov,sov,11,17,-96.7468,43.5441,-96.7114,43.5413,11,17.699,1.7868,2.87497,6.15624,11,41.3984,1000,"LINESTRING(-96.746841 43.544131,-96.731438 43.545271,-96.711382 43.546744,-96.711382 43.541280)"
11_18_sov,sov,11,18,-96.7468,43.5441,-96.6941,43.5467,12,19.308,2.64858,4.26156,4.53074,12,35.3719,100,"LINESTRING(-96.746841 43.544131,-96.731438 43.545271,-96.711382 43.546744,-96.694078 43.546744)"
11_19_sov,sov,11,19,-96.7468,43.5441,-96.7113,43.5296,12,19.308,2.04337,3.28778,5.87265,12,31.5856,400,"LINESTRING(-96.746841 43.544131,-96.751035 43.529306,-96.731504 43.529401,-96.711316 43.529591)"
11_20_sov,sov,11,20,-96.7468,43.5441,-96.7112,43.5153,16,25.744,2.67382,4.30217,5.98396,16,40.939,600,"LINESTRING(-96.746841 43.544131,-96.751035 43.529306,-96.731504 43.529401,-96.711316 43.529591,-96.711185 43.515333)"
11_21_sov,sov,11,21,-96.7468,43.5441,-96.731,43.5105,13,20.917,2.45676,3.95293,5.29152,13,38.7084,400,"LINESTRING(-96.746841 43.544131,-96.751035 43.529306,-96.750904 43.514858,-96.749200 43.503164,-96.730979 43.510485)"
11_22_sov,sov,11,22,-96.7468,43.5441,-96.7312,43.5149,12,19.308,2.16827,3.48874,5.53437,12,36.1514,1100,"LINESTRING(-96.746841 43.544131,-96.751035 43.529306,-96.731504 43.529401,-96.731241 43.514858)"
11_23_sov,sov,11,23,-96.7468,43.5441,-96.7509,43.5149,8,12.872,2.03278,3.27074,3.93551,8,23.5464,1300,"LINESTRING(-96.746841 43.544131,-96.751035 43.529306,-96.750904 43.514858)"
11_24_sov,sov,11,24,-96.7468,43.5441,-96.7492,43.5032,10,16.09,2.83301,4.55831,3.52982,10,27.294,600,"LINESTRING(-96.746841 43.544131,-96.751035 43.529306,-96.750904 43.514858,-96.749200 43.503164)"
12_1_sov,sov,12,1,-96.7801,43.5439,-96.7704,43.6128,8,12.872,4.78449,7.69824,1.67207,8,8.03266,200,"LINESTRING(-96.780137 43.543941,-96.774303 43.572962,-96.770420 43.612828)"
12_2_sov,sov,12,2,-96.7801,43.5439,-96.7113,43.6058,14,22.526,5.49236,8.8372,2.549,14,14.0335,100,"LINESTRING(-96.780137 43.543941,-96.774303 43.572962,-96.770420 43.612828,-96.711251 43.605813)"
12_3_sov,sov,12,3,-96.7801,43.5439,-96.7743,43.573,4,6.436,2.02634,3.26038,1.97401,4,4.02395,200,"LINESTRING(-96.780137 43.543941,-96.774303 43.572962)"
12_4_sov,sov,12,4,-96.7801,43.5439,-96.7472,43.5637,8,12.872,2.14022,3.44362,3.73793,8,8.32753,600,"LINESTRING(-96.780137 43.543941,-96.774303 43.572962,-96.747168 43.563654)"
12_5_sov,sov,12,5,-96.7801,43.5439,-96.7316,43.564,10,16.09,2.80035,4.50576,3.57098,10,10.6691,200,"LINESTRING(-96.780137 43.543941,-96.774303 43.572962,-96.747168 43.563654,-96.731569 43.564034)"
12_6_sov,sov,12,6,-96.7801,43.5439,-96.7116,43.5876,14,22.526,4.56643,7.34739,3.06585,14,20.6682,200,"LINESTRING(-96.780137 43.543941,-96.774303 43.572962,-96.747168 43.563654,-96.731569 43.564034,-96.711644 43.587586)"
12_7_sov,sov,12,7,-96.7801,43.5439,-96.6934,43.5638,19,30.571,4.5547,7.32852,4.17151,19,41.1636,700,"LINESTRING(-96.780137 43.543941,-96.774303 43.572962,-96.747168 43.563654,-96.731569 43.564034,-96.711644 43.587586,-96.711382 43.562324,-96.693423 43.563844)"
12_8_sov,sov,12,8,-96.7801,43.5439,-96.7114,43.5623,16,25.744,3.66973,5.9046,4.35999,16,35.5113,600,"LINESTRING(-96.780137 43.543941,-96.774303 43.572962,-96.747168 43.563654,-96.731569 43.564034,-96.711644 43.587586,-96.711382 43.562324)"
12_9_sov,sov,12,9,-96.7801,43.5439,-96.7312,43.5486,14,22.526,2.46975,3.97383,5.66858,14,31.8929,600,"LINESTRING(-96.780137 43.543941,-96.746841 43.544131,-96.731438 43.545271,-96.731241 43.548596)"
12_10_sov,sov,12,10,-96.7801,43.5439,-96.7314,43.5453,11,17.699,2.44067,3.92703,4.50697,11,26.1,2000,"LINESTRING(-96.780137 43.543941,-96.746841 43.544131,-96.731438 43.545271)"
12_11_sov,sov,12,11,-96.7801,43.5439,-96.7468,43.5441,6,9.654,1.6676,2.68317,3.59798,6,13.9967,1400,"LINESTRING(-96.780137 43.543941,-96.746841 43.544131)"
12_13_sov,sov,12,13,-96.7801,43.5439,-96.7934,43.4907,3,4.827,3.73746,6.01358,0.802684,3,3.02772,1300,"LINESTRING(-96.780137 43.543941,-96.793377 43.490707)"
12_14_sov,sov,12,14,-96.7801,43.5439,-96.751,43.5293,10,16.09,1.77403,2.85441,5.63689,10,28.5429,700,"LINESTRING(-96.780137 43.543941,-96.746841 43.544131,-96.751035 43.529306)"
12_15_sov,sov,12,15,-96.7801,43.5439,-96.7315,43.5294,15,24.135,2.63499,4.2397,5.69262,15,41.2766,700,"LINESTRING(-96.780137 43.543941,-96.746841 43.544131,-96.751035 43.529306,-96.731504 43.529401)"
12_16_sov,sov,12,16,-96.7801,43.5439,-96.7114,43.5467,15,24.135,3.44879,5.54911,4.34935,15,46.1912,700,"LINESTRING(-96.780137 43.543941,-96.746841 43.544131,-96.731438 43.545271,-96.711382 43.546744)"
12_17_sov,sov,12,17,-96.7801,43.5439,-96.7114,43.5413,17,27.353,3.44841,5.54849,4.92981,17,55.3952,600,"LINESTRING(-96.780137 43.543941,-96.746841 43.544131,-96.731438 43.545271,-96.711382 43.546744,-96.711382 43.541280)"
12_18_sov,sov,12,18,-96.7801,43.5439,-96.6941,43.5467,18,28.962,4.31428,6.94168,4.17219,18,49.3687,200,"LINESTRING(-96.780137 43.543941,-96.746841 43.544131,-96.731438 43.545271,-96.711382 43.546744,-96.694078 43.546744)"
12_19_sov,sov,12,19,-96.7801,43.5439,-96.7113,43.5296,18,28.962,3.58687,5.77128,5.0183,18,45.5823,300,"LINESTRING(-96.780137 43.543941,-96.746841 43.544131,-96.751035 43.529306,-96.731504 43.529401,-96.711316 43.529591)"
12_20_sov,sov,12,20,-96.7801,43.5439,-96.7112,43.5153,16,25.744,3.97966,6.40327,4.02044,16,39.9672,400,"LINESTRING(-96.780137 43.543941,-96.793377 43.490707,-96.749200 43.503164,-96.730979 43.510485,-96.711185 43.515333)"
12_21_sov,sov,12,21,-96.7801,43.5439,-96.731,43.5105,10,16.09,3.37756,5.4345,2.96072,10,31.7846,300,"LINESTRING(-96.780137 43.543941,-96.793377 43.490707,-96.749200 43.503164,-96.730979 43.510485)"
12_22_sov,sov,12,22,-96.7801,43.5439,-96.7312,43.5149,12,19.308,3.16818,5.0976,3.78767,12,36.1365,700,"LINESTRING(-96.780137 43.543941,-96.793377 43.490707,-96.749200 43.503164,-96.730979 43.510485,-96.731241 43.514858)"
12_23_sov,sov,12,23,-96.7801,43.5439,-96.7509,43.5149,9,14.481,2.48641,4.00063,3.61968,9,24.0325,700,"LINESTRING(-96.780137 43.543941,-96.793377 43.490707,-96.749200 43.503164,-96.750904 43.514858)"
12_24_sov,sov,12,24,-96.7801,43.5439,-96.7492,43.5032,7,11.263,3.21559,5.17388,2.1769,7,20.3702,500,"LINESTRING(-96.780137 43.543941,-96.793377 43.490707,-96.749200 43.503164)"
13_1_sov,sov,13,1,-96.7934,43.4907,-96.7704,43.6128,11,17.699,8.51577,13.7019,1.29172,11,11.0615,500,"LINESTRING(-96.793377 43.490707,-96.780137 43.543941,-96.774303 43.572962,-96.770420 43.612828)"
13_2_sov,sov,13,2,-96.7934,43.4907,-96.7113,43.6058,17,27.353,8.95362,14.4064,1.89867,17,17.0624,300,"LINESTRING(-96.793377 43.490707,-96.780137 43.543941,-96.774303 43.572962,-96.770420 43.612828,-96.711251 43.605813)"
13_3_sov,sov,13,3,-96.7934,43.4907,-96.7743,43.573,7,11.263,5.76304,9.27274,1.21464,7,7.0528,100,"LINESTRING(-96.793377 43.490707,-96.780137 43.543941,-96.774303 43.572962)"
13_4_sov,sov,13,4,-96.7934,43.4907,-96.7472,43.5637,11,17.699,5.54634,8.92406,1.98329,11,11.3564,600,"LINESTRING(-96.793377 43.490707,-96.780137 43.543941,-96.774303 43.572962,-96.747168 43.563654)"
13_5_sov,sov,13,5,-96.7934,43.4907,-96.7316,43.564,13,20.917,5.93766,9.5537,2.18941,13,13.698,200,"LINESTRING(-96.793377 43.490707,-96.780137 43.543941,-96.774303 43.572962,-96.747168 43.563654,-96.731569 43.564034)"
13_6_sov,sov,13,6,-96.7934,43.4907,-96.7116,43.5876,17,27.353,7.8463,12.6247,2.16663,17,23.6971,200,"LINESTRING(-96.793377 43.490707,-96.780137 43.543941,-96.774303 43.572962,-96.747168 43.563654,-96.731569 43.564034,-96.711644 43.587586)"
13_7_sov,sov,13,7,-96.7934,43.4907,-96.6934,43.5638,19,30.571,7.11401,11.4464,2.67079,19,43.2745,400,"LINESTRING(-96.793377 43.490707,-96.749200 43.503164,-96.730979 43.510485,-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844)"
13_8_sov,sov,13,8,-96.7934,43.4907,-96.7114,43.5623,19,30.571,6.43107,10.3476,2.95441,19,38.5401,600,"LINESTRING(-96.793377 43.490707,-96.780137 43.543941,-96.774303 43.572962,-96.747168 43.563654,-96.731569 43.564034,-96.711644 43.587586,-96.711382 43.562324)"
13_9_sov,sov,13,9,-96.7934,43.4907,-96.7312,43.5486,17,27.353,5.06854,8.15527,3.35403,17,34.9218,600,"LINESTRING(-96.793377 43.490707,-96.780137 43.543941,-96.746841 43.544131,-96.731438 43.545271,-96.731241 43.548596)"
13_10_sov,sov,13,10,-96.7934,43.4907,-96.7314,43.5453,14,22.526,4.88304,7.85681,2.86707,14,29.1289,1900,"LINESTRING(-96.793377 43.490707,-96.780137 43.543941,-96.746841 43.544131,-96.731438 43.545271)"
13_11_sov,sov,13,11,-96.7934,43.4907,-96.7468,43.5441,9,14.481,4.366,7.02489,2.06138,9,17.0256,1000,"LINESTRING(-96.793377 43.490707,-96.780137 43.543941,-96.746841 43.544131)"
13_12_sov,sov,13,12,-96.7934,43.4907,-96.7801,43.5439,3,4.827,3.73746,6.01358,0.802684,3,3.02885,1300,"LINESTRING(-96.793377 43.490707,-96.780137 43.543941)"
13_14_sov,sov,13,14,-96.7934,43.4907,-96.751,43.5293,10,16.09,3.408,5.48347,2.93427,10,29.9664,600,"LINESTRING(-96.793377 43.490707,-96.749200 43.503164,-96.750904 43.514858,-96.751035 43.529306)"
13_15_sov,sov,13,15,-96.7934,43.4907,-96.7315,43.5294,12,19.308,4.094,6.58725,2.93112,12,42.0027,700,"LINESTRING(-96.793377 43.490707,-96.749200 43.503164,-96.730979 43.510485,-96.731241 43.514858,-96.731504 43.529401)"
13_16_sov,sov,13,16,-96.7934,43.4907,-96.7114,43.5467,18,28.962,5.6452,9.08313,3.18855,18,49.2201,600,"LINESTRING(-96.793377 43.490707,-96.780137 43.543941,-96.746841 43.544131,-96.731438 43.545271,-96.711382 43.546744)"
13_17_sov,sov,13,17,-96.7934,43.4907,-96.7114,43.5413,17,27.353,5.39344,8.67804,3.15198,17,53.5822,500,"LINESTRING(-96.793377 43.490707,-96.749200 43.503164,-96.730979 43.510485,-96.731241 43.514858,-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280)"
13_18_sov,sov,13,18,-96.7934,43.4907,-96.6941,43.5467,17,27.353,6.30423,10.1435,2.6966,17,41.2126,100,"LINESTRING(-96.793377 43.490707,-96.749200 43.503164,-96.730979 43.510485,-96.711185 43.515333,-96.694078 43.546744)"
13_19_sov,sov,13,19,-96.7934,43.4907,-96.7113,43.5296,15,24.135,4.91198,7.90337,3.05376,15,46.3084,300,"LINESTRING(-96.793377 43.490707,-96.749200 43.503164,-96.730979 43.510485,-96.731241 43.514858,-96.731504 43.529401,-96.711316 43.529591)"
13_20_sov,sov,13,20,-96.7934,43.4907,-96.7112,43.5153,13,20.917,4.45675,7.17092,2.91692,13,36.9395,600,"LINESTRING(-96.793377 43.490707,-96.749200 43.503164,-96.730979 43.510485,-96.711185 43.515333)"
13_21_sov,sov,13,21,-96.7934,43.4907,-96.731,43.5105,7,11.263,3.4128,5.4912,2.0511,7,28.7569,600,"LINESTRING(-96.793377 43.490707,-96.749200 43.503164,-96.730979 43.510485)"
13_22_sov,sov,13,22,-96.7934,43.4907,-96.7312,43.5149,9,14.481,3.53293,5.68449,2.54746,9,33.1088,1300,"LINESTRING(-96.793377 43.490707,-96.749200 43.503164,-96.730979 43.510485,-96.731241 43.514858)"
13_23_sov,sov,13,23,-96.7934,43.4907,-96.7509,43.5149,6,9.654,2.70469,4.35184,2.21837,6,21.0048,800,"LINESTRING(-96.793377 43.490707,-96.749200 43.503164,-96.750904 43.514858)"
13_24_sov,sov,13,24,-96.7934,43.4907,-96.7492,43.5032,4,6.436,2.37559,3.82233,1.68379,4,17.3425,800,"LINESTRING(-96.793377 43.490707,-96.749200 43.503164)"
14_1_sov,sov,14,1,-96.751,43.5293,-96.7704,43.6128,18,28.962,5.85188,9.41567,3.07594,18,29.4375,300,"LINESTRING(-96.751035 43.529306,-96.746841 43.544131,-96.747168 43.563654,-96.774303 43.572962,-96.770420 43.612828)"
14_2_sov,sov,14,2,-96.751,43.5293,-96.7113,43.6058,21,33.789,5.64895,9.08917,3.7175,21,40.1,100,"LINESTRING(-96.751035 43.529306,-96.746841 43.544131,-96.747168 43.563654,-96.731569 43.564034,-96.711644 43.587586,-96.711251 43.605813)"
14_3_sov,sov,14,3,-96.751,43.5293,-96.7743,43.573,14,22.526,3.23356,5.2028,4.32959,14,25.4288,100,"LINESTRING(-96.751035 43.529306,-96.746841 43.544131,-96.747168 43.563654,-96.774303 43.572962)"
14_4_sov,sov,14,4,-96.751,43.5293,-96.7472,43.5637,10,16.09,2.3811,3.83119,4.19974,10,21.1256,500,"LINESTRING(-96.751035 43.529306,-96.746841 43.544131,-96.747168 43.563654)"
14_5_sov,sov,14,5,-96.751,43.5293,-96.7316,43.564,12,19.308,2.58994,4.16722,4.6333,12,23.4672,100,"LINESTRING(-96.751035 43.529306,-96.746841 43.544131,-96.747168 43.563654,-96.731569 43.564034)"
14_6_sov,sov,14,6,-96.751,43.5293,-96.7116,43.5876,16,25.744,4.48386,7.21453,3.56835,16,33.4663,100,"LINESTRING(-96.751035 43.529306,-96.746841 43.544131,-96.747168 43.563654,-96.731569 43.564034,-96.711644 43.587586)"
14_7_sov,sov,14,7,-96.751,43.5293,-96.6934,43.5638,17,27.353,3.74424,6.02449,4.5403,17,38.7855,200,"LINESTRING(-96.751035 43.529306,-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.694078 43.546744,-96.693423 43.563844)"
14_8_sov,sov,14,8,-96.751,43.5293,-96.7114,43.5623,17,27.353,3.02461,4.86659,5.62056,17,44.1214,400,"LINESTRING(-96.751035 43.529306,-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.711382 43.562324)"
14_9_sov,sov,14,9,-96.751,43.5293,-96.7312,43.5486,12,19.308,1.66114,2.67277,7.22396,12,31.4765,600,"LINESTRING(-96.751035 43.529306,-96.746841 43.544131,-96.731438 43.545271,-96.731241 43.548596)"
14_10_sov,sov,14,10,-96.751,43.5293,-96.7314,43.5453,9,14.481,1.47659,2.37583,6.09514,9,25.6836,2100,"LINESTRING(-96.751035 43.529306,-96.746841 43.544131,-96.731438 43.545271)"
14_11_sov,sov,14,11,-96.751,43.5293,-96.7468,43.5441,4,6.436,1.04562,1.6824,3.82549,4,13.5803,1600,"LINESTRING(-96.751035 43.529306,-96.746841 43.544131)"
14_12_sov,sov,14,12,-96.751,43.5293,-96.7801,43.5439,10,16.09,1.77403,2.85441,5.63689,10,27.242,700,"LINESTRING(-96.751035 43.529306,-96.746841 43.544131,-96.780137 43.543941)"
14_13_sov,sov,14,13,-96.751,43.5293,-96.7934,43.4907,10,16.09,3.408,5.48347,2.93427,10,30.2357,600,"LINESTRING(-96.751035 43.529306,-96.750904 43.514858,-96.749200 43.503164,-96.793377 43.490707)"
14_15_sov,sov,14,15,-96.751,43.5293,-96.7315,43.5294,5,8.045,0.978469,1.57436,5.11002,5,12.7337,1300,"LINESTRING(-96.751035 43.529306,-96.731504 43.529401)"
14_16_sov,sov,14,16,-96.751,43.5293,-96.7114,43.5467,12,19.308,2.32302,3.73774,5.16568,12,33.5462,700,"LINESTRING(-96.751035 43.529306,-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744)"
14_17_sov,sov,14,17,-96.751,43.5293,-96.7114,43.5413,10,16.09,2.15166,3.46203,4.64756,10,24.3133,700,"LINESTRING(-96.751035 43.529306,-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280)"
14_18_sov,sov,14,18,-96.751,43.5293,-96.6941,43.5467,15,24.135,3.09683,4.9828,4.84367,15,36.7236,100,"LINESTRING(-96.751035 43.529306,-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.694078 43.546744)"
14_19_sov,sov,14,19,-96.751,43.5293,-96.7113,43.5296,8,12.872,1.98982,3.20162,4.02046,8,17.0395,300,"LINESTRING(-96.751035 43.529306,-96.731504 43.529401,-96.711316 43.529591)"
14_20_sov,sov,14,20,-96.751,43.5293,-96.7112,43.5153,12,19.308,2.21769,3.56827,5.41102,12,26.3929,500,"LINESTRING(-96.751035 43.529306,-96.731504 43.529401,-96.711316 43.529591,-96.711185 43.515333)"
14_21_sov,sov,14,21,-96.751,43.5293,-96.731,43.5105,9,14.481,1.64343,2.64428,5.47635,9,24.1623,400,"LINESTRING(-96.751035 43.529306,-96.750904 43.514858,-96.749200 43.503164,-96.730979 43.510485)"
14_22_sov,sov,14,22,-96.751,43.5293,-96.7312,43.5149,8,12.872,1.40713,2.26407,5.68534,8,21.6053,1200,"LINESTRING(-96.751035 43.529306,-96.731504 43.529401,-96.731241 43.514858)"
14_23_sov,sov,14,23,-96.751,43.5293,-96.7509,43.5149,4,6.436,0.99829,1.60625,4.00685,4,9.00031,1100,"LINESTRING(-96.751035 43.529306,-96.750904 43.514858)"
14_24_sov,sov,14,24,-96.751,43.5293,-96.7492,43.5032,6,9.654,1.80859,2.91002,3.3175,6,12.7479,400,"LINESTRING(-96.751035 43.529306,-96.750904 43.514858,-96.749200 43.503164)"
15_1_sov,sov,15,1,-96.7315,43.5294,-96.7704,43.6128,23,37.007,6.0846,9.79012,3.78003,23,41.4547,500,"LINESTRING(-96.731504 43.529401,-96.751035 43.529306,-96.746841 43.544131,-96.747168 43.563654,-96.774303 43.572962,-96.770420 43.612828)"
15_2_sov,sov,15,2,-96.7315,43.5294,-96.7113,43.6058,19,30.571,5.37608,8.65012,3.53417,19,52.5698,100,"LINESTRING(-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586,-96.711251 43.605813)"
15_3_sov,sov,15,3,-96.7315,43.5294,-96.7743,43.573,19,30.571,3.6949,5.9451,5.14222,19,37.446,100,"LINESTRING(-96.731504 43.529401,-96.751035 43.529306,-96.746841 43.544131,-96.747168 43.563654,-96.774303 43.572962)"
15_4_sov,sov,15,4,-96.7315,43.5294,-96.7472,43.5637,15,24.135,2.49328,4.01169,6.01617,15,33.1428,500,"LINESTRING(-96.731504 43.529401,-96.751035 43.529306,-96.746841 43.544131,-96.747168 43.563654)"
15_5_sov,sov,15,5,-96.7315,43.5294,-96.7316,43.564,14,22.526,2.3929,3.85017,5.85065,14,29.8774,200,"LINESTRING(-96.731504 43.529401,-96.731438 43.545271,-96.731241 43.548596,-96.731569 43.564034)"
15_6_sov,sov,15,6,-96.7315,43.5294,-96.7116,43.5876,14,22.526,4.14135,6.66343,3.38054,14,45.9361,200,"LINESTRING(-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586)"
15_7_sov,sov,15,7,-96.7315,43.5294,-96.6934,43.5638,12,19.308,3.04964,4.90687,3.93489,12,26.0517,500,"LINESTRING(-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.694078 43.546744,-96.693423 43.563844)"
15_8_sov,sov,15,8,-96.7315,43.5294,-96.7114,43.5623,12,19.308,2.48798,4.00316,4.8232,12,31.3876,600,"LINESTRING(-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.711382 43.562324)"
15_9_sov,sov,15,9,-96.7315,43.5294,-96.7312,43.5486,9,14.481,1.32634,2.13408,6.7856,9,19.804,1000,"LINESTRING(-96.731504 43.529401,-96.731438 43.545271,-96.731241 43.548596)"
15_10_sov,sov,15,10,-96.7315,43.5294,-96.7314,43.5453,6,9.654,1.09651,1.76428,5.47192,6,14.0111,4000,"LINESTRING(-96.731504 43.529401,-96.731438 43.545271)"
15_11_sov,sov,15,11,-96.7315,43.5294,-96.7468,43.5441,9,14.481,1.27511,2.05166,7.0582,9,25.5976,1400,"LINESTRING(-96.731504 43.529401,-96.751035 43.529306,-96.746841 43.544131)"
15_12_sov,sov,15,12,-96.7315,43.5294,-96.7801,43.5439,15,24.135,2.63499,4.2397,5.69262,15,39.2592,700,"LINESTRING(-96.731504 43.529401,-96.751035 43.529306,-96.746841 43.544131,-96.780137 43.543941)"
15_13_sov,sov,15,13,-96.7315,43.5294,-96.7934,43.4907,12,19.308,4.094,6.58725,2.93112,12,42.1643,700,"LINESTRING(-96.731504 43.529401,-96.731241 43.514858,-96.730979 43.510485,-96.749200 43.503164,-96.793377 43.490707)"
15_14_sov,sov,15,14,-96.7315,43.5294,-96.751,43.5293,5,8.045,0.978469,1.57436,5.11002,5,12.0172,1300,"LINESTRING(-96.731504 43.529401,-96.751035 43.529306)"
15_16_sov,sov,15,16,-96.7315,43.5294,-96.7114,43.5467,7,11.263,1.56576,2.5193,4.47068,7,20.8124,1200,"LINESTRING(-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744)"
15_17_sov,sov,15,17,-96.7315,43.5294,-96.7114,43.5413,5,8.045,1.29981,2.0914,3.84671,5,11.5795,1500,"LINESTRING(-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280)"
15_18_sov,sov,15,18,-96.7315,43.5294,-96.6941,43.5467,10,16.09,2.2248,3.5797,4.49479,10,23.9899,200,"LINESTRING(-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.694078 43.546744)"
15_19_sov,sov,15,19,-96.7315,43.5294,-96.7113,43.5296,3,4.827,1.01136,1.62728,2.96629,3,4.30571,800,"LINESTRING(-96.731504 43.529401,-96.711316 43.529591)"
15_20_sov,sov,15,20,-96.7315,43.5294,-96.7112,43.5153,7,11.263,1.40749,2.26465,4.9734,7,13.6592,1100,"LINESTRING(-96.731504 43.529401,-96.711316 43.529591,-96.711185 43.515333)"
15_21_sov,sov,15,21,-96.7315,43.5294,-96.731,43.5105,5,8.045,1.30725,2.10337,3.82481,5,13.1558,800,"LINESTRING(-96.731504 43.529401,-96.731241 43.514858,-96.730979 43.510485)"
15_22_sov,sov,15,22,-96.7315,43.5294,-96.7312,43.5149,3,4.827,1.00492,1.61692,2.98531,3,8.87156,2600,"LINESTRING(-96.731504 43.529401,-96.731241 43.514858)"
15_23_sov,sov,15,23,-96.7315,43.5294,-96.7509,43.5149,7,11.263,1.39802,2.24942,5.00707,7,21.0104,1000,"LINESTRING(-96.731504 43.529401,-96.731241 43.514858,-96.750904 43.514858)"
15_24_sov,sov,15,24,-96.7315,43.5294,-96.7492,43.5032,8,12.872,2.01806,3.24705,3.96421,8,24.6765,400,"LINESTRING(-96.731504 43.529401,-96.731241 43.514858,-96.730979 43.510485,-96.749200 43.503164)"
16_1_sov,sov,16,1,-96.7114,43.5467,-96.7704,43.6128,18,28.962,5.43882,8.75107,3.30954,18,37.7583,500,"LINESTRING(-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586,-96.711251 43.605813,-96.770420 43.612828)"
16_2_sov,sov,16,2,-96.7114,43.5467,-96.7113,43.6058,12,19.308,4.08135,6.56689,2.9402,12,31.7574,400,"LINESTRING(-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586,-96.711251 43.605813)"
16_3_sov,sov,16,3,-96.7114,43.5467,-96.7743,43.573,17,27.353,3.63413,5.84731,4.67787,17,41.4083,200,"LINESTRING(-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654,-96.774303 43.572962)"
16_4_sov,sov,16,4,-96.7114,43.5467,-96.7472,43.5637,13,20.917,2.13921,3.44199,6.07701,13,37.105,800,"LINESTRING(-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654)"
16_5_sov,sov,16,5,-96.7114,43.5467,-96.7316,43.564,11,17.699,1.56491,2.51795,7.02914,11,34.7576,500,"LINESTRING(-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034)"
16_6_sov,sov,16,6,-96.7114,43.5467,-96.7116,43.5876,7,11.263,2.82197,4.54054,2.48054,7,25.1237,900,"LINESTRING(-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586)"
16_7_sov,sov,16,7,-96.7114,43.5467,-96.6934,43.5638,5,8.045,1.4848,2.38904,3.36746,5,5.23931,1400,"LINESTRING(-96.711382 43.546744,-96.694078 43.546744,-96.693423 43.563844)"
