name,link_id,from_node_id,to_node_id,facility_type,link_type,length,lanes,free_speed,capacity,dir_flag,cost,VDF_alpha,VDF_beta,VDF_plf,ref_volume,ref_cost,allowed_uses,,base_volume,base_vol_auto
,24546,9028,10757,Highway,1,0.25,1,38,1620,1,0,0.15,4,1,963.84,0.444548265,,,136.2491,136.2491
,24547,9028,11310,Highway,1,1.14,1,38,1440,1,0,0.15,4,1,281.4,1.995374054,,,381.5272,381.5272
,24548,9029,9068,Highway,1,1.62,1,62,6000,1,0,0.15,4,1,9104.681464,2.738924043,,,1354.5735,1354.5735
,24549,9030,9031,Highway,1,0.16,1,30,1450,1,0,0.15,4,1,1766.332514,0.465696129,,,1802.2289,1802.2289
,24550,9030,12494,Highway,1,0.35,1,62,6000,1,0,0.15,4,1,6615.948994,0.430810491,,,6088.2187,6088.2187
,24551,9031,7619,Highway,1,0.16,1,36,1800,1,0,0.15,4,1,2062.032514,0.342000404,,,2093.1547,2093.1547
,24552,9031,8878,Highway,1,0.63,1,32,1880,1,0,0.15,4,1,198.8,1.237520256,,,144.8499,144.8499
,24553,9032,8547,Highway,1,1.68,1,62,6000,1,0,0.15,4,1,9941.130685,3.291769519,,,1766.0277,1766.0277
,24554,9033,9032,Highway,1,0.28,1,30,1450,1,0,0.15,4,1,2014.214193,0.942773453,,,0,0
,24555,9033,10843,Highway,1,0.9,1,42,1620,1,0,0.15,4,1,2198.122728,2.03512693,,,312.9107,312.9107
,24556,9034,3947,Highway,1,0.47,1,28,1080,1,0,0.15,4,1,45.89,1.05750046,,,6.0693,6.0693
,24557,9034,8878,Highway,1,0.35,1,25,450,1,0,0.15,4,1,277.01,0.945592654,,,294.5718,294.5718
,24558,9034,9037,Highway,1,0.44,1,25,450,1,0,0.15,4,1,124.37,1.166924204,,,112.319,112.319
,24559,9035,4853,Highway,1,0.98,1,40,860,1,0,0.15,4,1,288.3110057,1.717785221,,,616.8447,616.8447
,24560,9035,9036,Highway,1,0.54,1,29,860,1,0,0.15,4,1,0,1.215,,,0,0
,24561,9035,10753,Highway,1,0.55,1,36,2060,1,0,0.15,4,1,915.6271838,0.967330043,,,0,0
,24562,9035,11311,Highway,1,0.59,1,29,540,1,0,0.15,4,1,321.0644057,1.34961907,,,346.3273,346.3273
,24563,9036,3942,Highway,1,1.08,1,27,1080,1,0,0.15,4,1,0.09,2.43,,,0,0
,24564,9036,7722,Highway,1,0.73,1,23,360,1,0,0.15,4,1,0.5,1.9345,,,0.5,0.5
,24565,9036,9035,Highway,1,0.54,1,29,430,1,0,0.15,4,1,0,1.215,,,0,0
,24566,9037,9034,Highway,1,0.44,1,25,540,1,0,0.15,4,1,243.9,1.172592154,,,274.8268,274.8268
,24567,9037,10499,Highway,1,0.17,1,32,2060,1,0,0.15,4,1,475.7210057,0.333624144,,,744.2859,744.2859
,24568,9037,10500,Highway,1,0.35,1,32,1880,1,0,0.15,4,1,942.6671838,0.693189114,,,99.2298,99.2298
,24569,9038,3942,Highway,1,0.4,1,25,540,1,0,0.15,4,1,0.5,1.06,,,0.5,0.5
,24570,9038,10500,Highway,1,0.28,1,22,369,1,0,0.15,4,1,0,0.742,,,0,0
,24571,9038,11189,Highway,1,0.52,1,25,810,1,0,0.15,4,1,0.09,1.378,,,0,0
,24572,9039,9040,Highway,1,0.35,1,25,510,1,0,0.15,4,1,56.84,0.92751944,,,50.1092,50.1092
,24573,9039,9072,Highway,1,1.25,1,34,2060,1,0,0.15,4,1,849.5071838,2.464796357,,,95.5454,95.5454
,24574,9039,10500,Highway,1,0.4,1,32,1880,1,0,0.15,4,1,426.1810057,0.786271744,,,677.8079,677.8079
,24575,9039,11189,Highway,1,0.3,1,25,770,1,0,0.15,4,1,54.84,0.795002779,,,34.15,34.15
,24576,9040,3947,Highway,1,0.23,1,28,1080,1,0,0.15,4,1,87.04,0.517502911,,,22.9884,22.9884
,24577,9040,9039,Highway,1,0.35,1,25,430,1,0,0.15,4,1,56.54,0.927537663,,,8.9066,8.9066
,24578,9040,10501,Highway,1,1,1,27,860,1,0,0.15,4,1,90.64,2.250037017,,,35.3223,35.3223
,24579,9041,5205,Highway,1,0.5,1,36,3760,1,0,0.15,4,1,773.5169912,0.875201503,,,1275.6965,1275.6965
,24580,9041,7744,Highway,1,0.12,1,28,1440,1,0,0.15,4,1,155.4294861,0.270004886,,,138.9752,138.9752
,24581,9041,7752,Highway,1,0.09,1,28,2970,1,0,0.15,4,1,470.0314371,0.202516937,,,478.4049,478.4049
,24582,9041,8167,Highway,1,0.15,1,30,720,1,0,0.15,4,1,0,0.4205,,,0,0
,24583,9042,8925,Highway,1,0.52,1,35,1260,1,0,0.15,4,1,801.6838209,1.042902781,,,0,0
,24584,9042,9667,Highway,1,1.1,1,40,1260,1,0,0.15,4,1,270.74,1.925527597,,,1.6176,1.6176
,24585,9042,10991,Highway,1,0.5,1,29,540,1,0,0.15,4,1,352.0143863,1.152086811,,,52.1409,52.1409
,24586,9042,10992,Highway,1,0.85,1,40,810,1,0,0.15,4,1,930.8609698,1.821080498,,,0,0
,24587,9043,3839,Highway,1,0.74,1,35,430,1,0,0.15,4,1,623.6140449,2.29605917,,,0,0
,24588,9043,4964,Highway,1,0.16,1,33,810,1,0,0.15,4,1,1052.393378,0.431115445,,,23.7591,23.7591
,24589,9043,9008,Highway,1,1.14,1,47,1440,1,0,0.15,4,1,1525.168937,1.91122554,,,201.6764,201.6764
,24590,9043,9044,Highway,1,0.58,1,38,1360,1,0,0.15,4,1,1915.935149,1.529017729,,,0,0
,24591,9044,3839,Highway,1,0.37,1,36,1440,1,0,0.15,4,1,1576.326053,0.767041441,,,0.859,0.859
,24592,9044,9043,Highway,1,0.58,1,38,1360,1,0,0.15,4,1,934.2401789,1.044059561,,,130.4371,130.4371
,24593,9044,10989,Highway,1,0.85,1,42,810,1,0,0.15,4,1,1013.184154,1.761539579,,,67.4607,67.4607
,24594,9044,10993,Highway,1,0.78,1,42,1360,1,0,0.15,4,1,1456.346929,1.440129605,,,0,0
,24595,9045,3839,Highway,1,0.65,1,36,1440,1,0,0.15,4,1,1213.285436,1.211205152,,,0,0
,24596,9045,3857,Highway,1,0.4,1,29,900,1,0,0.15,4,1,240.43,0.900611175,,,8.4023,8.4023
,24597,9045,3859,Highway,1,0.25,1,32,2520,1,0,0.15,4,1,1766.790685,0.507048439,,,9.1086,9.1086
,24598,9045,8908,Highway,1,0.49,1,29,900,1,0,0.15,4,1,801.9290466,1.195159739,,,0,0
,24599,9046,8906,Highway,1,0.44,1,25,360,1,0,0.15,4,1,0,1.166,,,0,0
,24600,9046,9048,Highway,1,0.55,1,32,1360,1,0,0.15,4,1,1902.573078,1.622267198,,,0,0
,24601,9046,10993,Highway,1,0.26,1,36,1360,1,0,0.15,4,1,1318.351965,0.506656588,,,313.1235,313.1235
,24602,9047,3861,Highway,1,0.4,1,25,810,1,0,0.15,4,1,527.4001537,1.085881141,,,28.3892,28.3892
,24603,9047,8906,Highway,1,0.33,1,25,360,1,0,0.15,4,1,40.68,0.87451937,,,0,0
,24604,9047,8909,Highway,1,0.26,1,25,810,1,0,0.15,4,1,187.39,0.689268115,,,16.6519,16.6519
,24605,9047,9049,Highway,1,0.51,1,25,360,1,0,0.15,4,1,587.6514222,2.655092461,,,0,0
,24606,9048,3841,Highway,1,0.52,1,25,770,1,0,0.15,4,1,358.22546,1.386769377,,,0,0
,24607,9048,9012,Highway,1,1.48,1,47,1440,1,0,0.15,4,1,1189.434537,2.270007066,,,21.4608,21.4608
,24608,9048,9046,Highway,1,0.55,1,32,2400,1,0,0.15,4,1,1318.351965,1.093379039,,,313.1235,313.1235
,24609,9048,10994,Highway,1,0.28,1,36,2520,1,0,0.15,4,1,2604.189516,0.561850324,,,29.028,29.028
,24610,9049,9047,Highway,1,0.51,1,25,810,1,0,0.15,4,1,265.28,1.353612276,,,45.0411,45.0411
,24611,9049,9050,Highway,1,0.5,1,38,2520,1,0,0.15,4,1,815.6107299,0.876234474,,,0,0
,24612,9049,10994,Highway,1,0.33,1,36,2520,1,0,0.15,4,1,2014.140727,0.607800761,,,454.2357,454.2357
,24613,9049,10998,Highway,1,0.22,1,36,1620,1,0,0.15,4,1,3221.489126,1.159054999,,,155.9316,155.9316
,24614,9050,3841,Highway,1,0.45,1,25,810,1,0,0.15,4,1,0,1.1925,,,0,0
,24615,9050,3843,Highway,1,0.22,1,38,2520,1,0,0.15,4,1,1113.000294,0.38688358,,,0.2506,0.2506
,24616,9050,9049,Highway,1,0.5,1,38,1440,1,0,0.15,4,1,800.7667908,0.885757882,,,300.6544,300.6544
,24617,9050,10999,Highway,1,0.55,1,25,360,1,0,0.15,4,1,422.86,1.834413427,,,0,0
,24618,9051,8925,Highway,1,1.66,1,24,360,1,0,0.15,4,1,0,4.399,,,0,0
,24619,9051,9077,Highway,1,0.33,1,24,1440,1,0,0.15,4,1,96.0561607,0.874502352,,,0,0
,24620,9051,9666,Highway,1,1.05,1,32,810,1,0,0.15,4,1,0,2.0625,,,0,0
,24621,9052,6781,Highway,1,0.25,1,25,711,1,0,0.15,4,1,369.5772699,0.669070299,,,633.1372,633.1372
,24622,9052,6786,Highway,1,0.25,1,25,711,1,0,0.15,4,1,62.5,0.662505374,,,0.2536,0.2536
,24623,9052,9024,Highway,1,0.5,1,22,810,1,0,0.15,4,1,252.9414707,1.326711641,,,48.6381,48.6381
,24624,9052,9257,Highway,1,0.11,1,22,450,1,0,0.15,4,1,564.3694855,0.38947138,,,354.1302,354.1302
,24625,9053,4703,Highway,1,0.63,1,22,711,1,0,0.15,4,1,459.0852148,1.708921929,,,51.5494,51.5494
,24626,9053,8899,Highway,1,0.75,1,25,1440,1,0,0.15,4,1,1186.562296,2.111973234,,,11.548,11.548
,24627,9053,10948,Highway,1,0.82,1,42,1440,1,0,0.15,4,1,2066.939958,1.99394176,,,10.1445,10.1445
,24628,9053,11197,Highway,1,0.41,1,38,2520,1,0,0.15,4,1,1195.722163,0.722176117,,,232.0245,232.0245
,24629,9054,9055,Highway,1,0.2,1,39,1440,1,0,0.15,4,1,2047.20911,0.533827875,,,66.4623,66.4623
,24630,9054,10947,Highway,1,0.77,1,45,2520,1,0,0.15,4,1,2879.85753,1.482250501,,,1199.7642,1199.7642
,24631,9054,10948,Highway,1,0.18,1,36,1440,1,0,0.15,4,1,1708.148852,0.395187728,,,70.8098,70.8098
,24632,9054,10953,Highway,1,0.51,1,28,2520,1,0,0.15,4,1,1447.215768,1.164142647,,,61.1758,61.1758
,24633,9055,4852,Highway,1,0.49,1,38,2520,1,0,0.15,4,1,2443.769476,0.955002865,,,8.6806,8.6806
,24634,9055,9054,Highway,1,0.2,1,39,1440,1,0,0.15,4,1,1925.618126,0.493894173,,,1235.8172,1235.8172
,24635,9055,10948,Highway,1,0.29,1,38,2040,1,0,0.15,4,1,2260.533989,0.605879364,,,1137.3502,1137.3502
,24636,9055,10949,Highway,1,0.53,1,36,2440,1,0,0.15,4,1,1914.759295,0.972722631,,,57.7816,57.7816
,24637,9056,9057,Highway,1,0.5,1,36,1440,1,0,0.15,4,1,1600.009791,1.046471961,,,0,0
,24638,9056,9058,Highway,1,1,1,36,720,1,0,0.15,4,1,881.4232584,2.255348007,,,1.6852,1.6852
,24639,9056,10943,Highway,1,0.74,1,38,1620,1,0,0.15,4,1,641.0466128,1.299082372,,,176.9666,176.9666
,24640,9056,10944,Highway,1,1,1,32,810,1,0,0.15,4,1,240.44,1.96599613,,,40.0674,40.0674
,24641,9057,9017,Highway,1,1.04,1,36,720,1,0,0.15,4,1,747.3721128,2.091664835,,,41.2619,41.2619
,24642,9057,9056,Highway,1,0.5,1,36,1440,1,0,0.15,4,1,944.5404857,0.895824993,,,146.1176,146.1176
,24643,9057,10945,Highway,1,0.51,1,36,1440,1,0,0.15,4,1,1336.9214,0.97775625,,,0,0
,24644,9057,10950,Highway,1,1,1,36,720,1,0,0.15,4,1,928.4832819,2.372227048,,,210.7434,210.7434
,24645,9058,9056,Highway,1,1,1,36,720,1,0,0.15,4,1,601.4694768,1.859573846,,,72.6016,72.6016
,24646,9058,10949,Highway,1,1,1,42,2400,1,0,0.15,4,1,2073.797489,1.694465847,,,961.6118,961.6118
,24647,9058,10950,Highway,1,0.47,1,38,1360,1,0,0.15,4,1,1822.258388,1.163351002,,,48.3356,48.3356
,24648,9058,10955,Highway,1,0.5,1,29,900,1,0,0.15,4,1,154.2470659,1.125129416,,,18.538,18.538
,24649,9059,10941,Highway,1,1.26,1,34,720,1,0,0.15,4,1,254.12,2.480027712,,,93.244,93.244
,24650,9059,10945,Highway,1,0.99,1,38,1440,1,0,0.15,4,1,1431.441577,1.950001499,,,520.9227,520.9227
,24651,9059,10946,Highway,1,0.54,1,36,1620,1,0,0.15,4,1,1262.965089,0.989882972,,,5.385,5.385
,24652,9059,11771,Highway,1,1.01,1,39,720,1,0,0.15,4,1,743.9758912,2.026565365,,,42.0266,42.0266
,24653,9060,9091,Highway,1,0.38,1,37,2310,1,0,0.15,4,1,2552.642867,0.792490677,,,563.3749,563.3749
,24654,9060,10758,Highway,1,0.71,1,42,1360,1,0,0.15,4,1,2353.190157,2.397750037,,,134.6362,134.6362
,24655,9060,10946,Highway,1,1.14,1,47,1540,1,0,0.15,4,1,2058.491088,2.308074113,,,1746.4761,1746.4761
,24656,9060,11771,Highway,1,0.92,1,45,1360,1,0,0.15,4,1,2077.506957,2.459190162,,,1722.951,1722.951
,24657,9061,10760,Highway,1,0.76,1,34,1440,1,0,0.15,4,1,679.9920491,1.50271854,,,493.3307,493.3307
,24658,9061,10763,Highway,1,0.99,1,42,1360,1,0,0.15,4,1,1593.111906,1.940316127,,,1550.798,1550.798
,24659,9061,10764,Highway,1,0.52,1,38,1620,1,0,0.15,4,1,1543.431909,1.006399704,,,721.6258,721.6258
,24660,9062,8629,Highway,1,0.11,1,29,396,1,0,0.15,4,1,673.2658064,0.523227085,,,382.1126,382.1126
,24661,9062,10754,Highway,1,1.02,1,32,720,1,0,0.15,4,1,277.5824085,2.009795873,,,404.1133,404.1133
,24662,9062,10760,Highway,1,0.74,1,32,720,1,0,0.15,4,1,591.1536689,1.540501662,,,139.6565,139.6565
,24663,9063,8629,Highway,1,0.63,1,22,360,1,0,0.15,4,1,42.09160493,1.669542385,,,0.0702,0.0702
,24664,9063,8879,Highway,1,0.61,1,22,630,1,0,0.15,4,1,0,1.6165,,,0,0
,24665,9063,8880,Highway,1,0.37,1,36,2520,1,0,0.15,4,1,1429.885331,0.656129526,,,196.7396,196.7396
,24666,9063,10755,Highway,1,0.45,1,36,1440,1,0,0.15,4,1,1165.791758,0.830993963,,,1110.7292,1110.7292
,24667,9064,3890,Highway,1,0.15,1,35,1050,1,0,0.15,4,1,869.6319515,0.312638824,,,662.4724,662.4724
,24668,9064,10762,Highway,1,1.1,1,32,1080,1,0,0.15,4,1,334.78,2.163612017,,,258.2589,258.2589
,24669,9064,10765,Highway,1,0.47,1,35,720,1,0,0.15,4,1,1169.685,1.765616151,,,1118.7012,1118.7012
,24670,9064,10771,Highway,1,0.75,1,32,430,1,0,0.15,4,1,410.04,1.633000961,,,57.2673,57.2673
,24671,9065,3892,Highway,1,1.48,1,29,900,1,0,0.15,4,1,81.02487897,3.330029167,,,61.7244,61.7244
,24672,9065,10757,Highway,1,0.78,1,32,810,1,0,0.15,4,1,307.17,1.536147609,,,266.8645,266.8645
,24673,9065,10762,Highway,1,0.19,1,29,540,1,0,0.15,4,1,689.5,0.579008465,,,173.526,173.526
,24674,9066,9030,Highway,1,1.62,1,62,6000,1,0,0.15,4,1,8382.281508,2.44781143,,,7890.4476,7890.4476
,24675,9067,8305,Highway,1,0.2,1,29,810,1,0,0.15,4,1,387.3700153,0.45313845,,,58.5011,58.5011
,24676,9067,9100,Highway,1,1.04,1,27,440,1,0,0.15,4,1,326.51,2.43460843,,,13.2499,13.2499
,24677,9067,10757,Highway,1,1.46,1,42,790,1,0,0.15,4,1,382.48,2.328046627,,,404.4148,404.4148
,24678,9068,9067,Highway,1,0.3,1,30,1450,1,0,0.15,4,1,268.2800153,0.675105469,,,0,0
,24679,9068,9102,Highway,1,1.14,1,62,6000,1,0,0.15,4,1,8836.401449,1.845667764,,,1354.5735,1354.5735
,24680,9069,8305,Highway,1,0.49,1,29,810,1,0,0.15,4,1,366.5524777,1.108664841,,,402.3852,402.3852
,24681,9069,8878,Highway,1,1.69,1,34,960,1,0,0.15,4,1,2.95,3.3195,,,16.7766,16.7766
,24682,9069,9104,Highway,1,1.29,1,38,810,1,0,0.15,4,1,505.2,2.301422345,,,197.8644,197.8644
,24683,9069,10501,Highway,1,0.28,1,25,630,1,0,0.15,4,1,173.6400153,0.742581698,,,73.8812,73.8812
,24684,9070,9071,Highway,1,0.5,1,25,810,1,0,0.15,4,1,240.08,1.326389173,,,222.6808,222.6808
,24685,9070,9072,Highway,1,0.46,1,25,450,1,0,0.15,4,1,195.4900153,1.224898052,,,205.5923,205.5923
,24686,9070,10501,Highway,1,0.5,1,25,630,1,0,0.15,4,1,109.15,1.325162183,,,74.9593,74.9593
,24687,9071,9070,Highway,1,0.5,1,25,810,1,0,0.15,4,1,151.7,1.32522145,,,166.7869,166.7869
,24688,9071,9073,Highway,1,0.66,1,25,770,1,0,0.15,4,1,0,1.749,,,0,0
,24689,9071,9105,Highway,1,0.51,1,25,450,1,0,0.15,4,1,240.08,1.366374643,,,222.6808,222.6808
,24690,9072,9039,Highway,1,1.25,1,34,1880,1,0,0.15,4,1,419.5810057,2.456297527,,,667.1232,667.1232
,24691,9072,9070,Highway,1,0.46,1,25,810,1,0,0.15,4,1,349.23,1.224722245,,,297.6401,297.6401
,24692,9072,10502,Highway,1,0.03,1,32,2160,1,0,0.15,4,1,1015.837199,0.058874234,,,244.6408,244.6408
,24693,9073,9071,Highway,1,0.66,1,25,770,1,0,0.15,4,1,0,1.749,,,0,0
,24694,9073,9074,Highway,1,0.12,1,25,430,1,0,0.15,4,1,9.87,0.318000012,,,10.1869,10.1869
,24695,9073,10504,Highway,1,0.53,1,24,540,1,0,0.15,4,1,20.91,1.404500429,,,8.57,8.57
,24696,9074,9073,Highway,1,0.12,1,25,770,1,0,0.15,4,1,20.91,0.318000023,,,8.57,8.57
,24697,9074,9076,Highway,1,0.4,1,25,770,1,0,0.15,4,1,0,1.06,,,0,0
,24698,9074,9108,Highway,1,0.63,1,32,1620,1,0,0.15,4,1,823.3071991,1.248306937,,,193.9993,193.9993
,24699,9074,10502,Highway,1,0.59,1,32,2060,1,0,0.15,4,1,490.3610057,1.158986897,,,636.1349,636.1349
,24700,9075,9076,Highway,1,0.6,1,22,810,1,0,0.15,4,1,0,1.59,,,0,0
,24701,9075,10502,Highway,1,0.42,1,25,450,1,0,0.15,4,1,0,1.113,,,0,0
,24702,9075,11189,Highway,1,1.27,1,24,810,1,0,0.15,4,1,0,3.3655,,,0,0
,24703,9076,8901,Highway,1,1.25,1,22,540,1,0,0.15,4,1,0,3.3125,,,0,0
,24704,9076,9074,Highway,1,0.4,1,25,430,1,0,0.15,4,1,0,1.06,,,0,0
,24705,9076,9075,Highway,1,0.6,1,22,810,1,0,0.15,4,1,0,1.59,,,0,0
,24706,9077,2192,Highway,1,1.07,1,42,810,1,0,0.15,4,1,617.6032477,1.76684582,,,324.8165,324.8165
,24707,9077,8924,Highway,1,0.65,1,35,1080,1,0,0.15,4,1,318.6819715,1.27776681,,,0,0
,24708,9077,9051,Highway,1,0.33,1,24,2520,1,0,0.15,4,1,0,0.8745,,,0,0
,24709,9077,11000,Highway,1,1.57,1,45,810,1,0,0.15,4,1,1051.32755,3.376489514,,,0,0
,24710,9078,2417,Highway,1,0.36,1,36,1440,1,0,0.15,4,1,1562.736967,0.742351427,,,16.1044,16.1044
,24711,9078,3864,Highway,1,0.5,1,36,1980,1,0,0.15,4,1,2157.901404,1.033715065,,,630.5111,630.5111
,24712,9078,6372,Highway,1,0.03,1,28,1800,1,0,0.15,4,1,1740.106388,0.0753606,,,0,0
,24713,9078,12088,Highway,1,0.49,1,38,1440,1,0,0.15,4,1,1615.706188,1.032234307,,,194.497,194.497
,24714,9079,2418,Highway,1,0.5,1,25,360,1,0,0.15,4,1,7.6,1.325000036,,,0,0
,24715,9079,3856,Highway,1,0.49,1,25,630,1,0,0.15,4,1,5.91,1.298500001,,,0,0
,24716,9079,6388,Highway,1,0.08,1,28,1800,1,0,0.15,4,1,1736.603969,0.200793346,,,142.8186,142.8186
,24717,9079,9080,Highway,1,1.13,1,45,1440,1,0,0.15,4,1,1658.565512,2.187318582,,,108.2955,108.2955
,24718,9080,9079,Highway,1,1.13,1,45,2520,1,0,0.15,4,1,1736.603969,1.840480666,,,142.8186,142.8186
,24719,9080,10952,Highway,1,0.41,1,36,1440,1,0,0.15,4,1,968.086814,0.736344023,,,24.7636,24.7636
,24720,9080,10956,Highway,1,0.64,1,28,1440,1,0,0.15,4,1,1562.041037,1.705840422,,,56.7708,56.7708
,24721,9080,11003,Highway,1,0.37,1,36,2160,1,0,0.15,4,1,1859.015173,0.693177358,,,156.83,156.83
,24722,9081,7447,Highway,1,0.48,1,28,2520,1,0,0.15,4,1,1055.07,1.084424716,,,68.5849,68.5849
,24723,9081,7646,Highway,1,0.44,1,25,810,1,0,0.15,4,1,538.9575772,1.197047986,,,154.3862,154.3862
,24724,9081,7649,Highway,1,0.4,1,25,770,1,0,0.15,4,1,498.403161,1.085276838,,,5.7549,5.7549
,24725,9081,9082,Highway,1,0.37,1,28,1440,1,0,0.15,4,1,1514.881255,0.968452556,,,0.8976,0.8976
,24726,9082,7712,Highway,1,0.54,1,32,2520,1,0,0.15,4,1,1665.348293,1.087492344,,,469.7192,469.7192
,24727,9082,9081,Highway,1,0.37,1,28,2520,1,0,0.15,4,1,1055.07,0.835910719,,,68.5849,68.5849
,24728,9082,10957,Highway,1,0.18,1,36,2520,1,0,0.15,4,1,2594.148284,0.360481214,,,81.6079,81.6079
,24729,9082,10961,Highway,1,1.16,1,29,1440,1,0,0.15,4,1,1441.436816,2.959391002,,,0,0
,24730,9083,6739,Highway,1,0.41,1,25,360,1,0,0.15,4,1,138.0970659,1.089696054,,,0,0
,24731,9083,9085,Highway,1,0.49,1,18,360,1,0,0.15,4,1,115.999657,1.594876979,,,0,0
,24732,9083,10954,Highway,1,0.43,1,18,360,1,0,0.15,4,1,91.8,1.398318166,,,5.6692,5.6692
,24733,9083,10955,Highway,1,0.5,1,29,900,1,0,0.15,4,1,243.5034963,1.125803789,,,65.0581,65.0581
,24734,9084,6739,Highway,1,0.1,1,39,2520,1,0,0.15,4,1,2545.134573,0.198411183,,,1798.176,1798.176
,24735,9084,6871,Highway,1,0.64,1,38,1440,1,0,0.15,4,1,1884.350795,1.542240167,,,0,0
,24736,9084,10958,Highway,1,0.8,1,38,2520,1,0,0.15,4,1,815.844879,1.401977428,,,295.2849,295.2849
,24737,9084,10959,Highway,1,0.43,1,36,1440,1,0,0.15,4,1,1661.890576,0.924136917,,,0,0
,24738,9085,8897,Highway,1,0.49,1,36,2520,1,0,0.15,4,1,1081.714603,0.861243064,,,150.4783,150.4783
,24739,9085,9083,Highway,1,0.49,1,18,630,1,0,0.15,4,1,26.12,1.592500652,,,0,0
,24740,9085,10951,Highway,1,0.48,1,18,360,1,0,0.15,4,1,262.4574202,1.621020979,,,0,0
,24741,9085,10959,Highway,1,0.52,1,36,1440,1,0,0.15,4,1,1729.491838,1.153450102,,,141.4041,141.4041
,24742,9086,3900,Highway,1,0.64,1,38,1440,1,0,0.15,4,1,2081.813647,1.749042413,,,10.1222,10.1222
,24743,9086,6871,Highway,1,0.06,1,38,1440,1,0,0.15,4,1,1483.730664,0.120216126,,,1194.8003,1194.8003
,24744,9086,6877,Highway,1,0.03,1,36,1400,1,0,0.15,4,1,378.8281817,0.052536188,,,60.8841,60.8841
,24745,9086,9671,Highway,1,0.46,1,29,900,1,0,0.15,4,1,430.4237845,1.042219283,,,0,0
,24746,9087,9088,Highway,1,0.52,1,33,720,1,0,0.15,4,1,1026.410688,1.572980379,,,279.5232,279.5232
,24747,9087,10951,Highway,1,0.97,1,23,360,1,0,0.15,4,1,110.6525246,2.573616804,,,11.8343,11.8343
,24748,9087,11770,Highway,1,0.88,1,23,360,1,0,0.15,4,1,48.8501032,2.332107408,,,0,0
,24749,9087,11771,Highway,1,1.02,1,39,720,1,0,0.15,4,1,822.2095379,2.175285796,,,184.5183,184.5183
,24750,9088,3901,Highway,1,0.98,1,42,2520,1,0,0.15,4,1,2072.548124,1.641698086,,,1633.5618,1633.5618
,24751,9088,9087,Highway,1,0.52,1,33,1260,1,0,0.15,4,1,777.3495379,1.040362087,,,184.5183,184.5183
,24752,9088,9090,Highway,1,0.84,1,45,1440,1,0,0.15,4,1,2195.318503,2.237505916,,,5.8115,5.8115
,24753,9088,10964,Highway,1,0.48,1,36,1440,1,0,0.15,4,1,1709.48171,1.054502136,,,750.6892,750.6892
,24754,9089,9090,Highway,1,0.5,1,38,1440,1,0,0.15,4,1,1655.184256,1.071375788,,,1267.8826,1267.8826
,24755,9089,9118,Highway,1,1,1,42,1440,1,0,0.15,4,1,2025.880883,2.366298086,,,801.3745,801.3745
,24756,9089,10964,Highway,1,0.77,1,23,360,1,0,0.15,4,1,410.3836719,2.508605253,,,17.1882,17.1882
,24757,9090,742,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,285.14,0.125,,,121.2,121.2
,24758,9090,9088,Highway,1,0.84,1,45,1440,1,0,0.15,4,1,2294.931945,2.413773576,,,1921.793,1921.793
,24759,9090,9089,Highway,1,0.5,1,38,2520,1,0,0.15,4,1,2347.174555,0.959670459,,,801.3745,801.3745
,24760,9090,10767,Highway,1,1.11,1,45,1440,1,0,0.15,4,1,2361.069233,3.361993249,,,388.8705,388.8705
,24761,9090,11770,Highway,1,0.5,1,38,2520,1,0,0.15,4,1,1689.667997,0.897738189,,,888.4725,888.4725
,24762,9091,9060,Highway,1,0.38,1,37,2040,1,0,0.15,4,1,2532.857698,0.86818358,,,2213.2696,2213.2696
,24763,9091,9092,Highway,1,0.36,1,38,2160,1,0,0.15,4,1,2222.29803,0.720756809,,,0,0
,24764,9091,11770,Highway,1,0.72,1,38,2520,1,0,0.15,4,1,1376.660047,1.27442845,,,584.9512,584.9512
,24765,9092,9091,Highway,1,0.36,1,38,1620,1,0,0.15,4,1,2001.903899,0.81888517,,,1656.0947,1656.0947
,24766,9092,9093,Highway,1,0.44,1,29,430,1,0,0.15,4,1,510.6079132,1.252452233,,,0,0
,24767,9092,9094,Highway,1,0.92,1,42,1620,1,0,0.15,4,1,1711.690116,1.686390979,,,0,0
,24768,9093,9092,Highway,1,0.44,1,29,430,1,0,0.15,4,1,399.886285,1.08872932,,,0,0
,24769,9093,9094,Highway,1,0.62,1,36,1620,1,0,0.15,4,1,600.8748227,1.087640281,,,178.828,178.828
,24770,9093,10758,Highway,1,0.69,1,36,1440,1,0,0.15,4,1,1239.497913,1.292724574,,,514.1495,514.1495
,24771,9094,9092,Highway,1,0.92,1,42,2160,1,0,0.15,4,1,1602.017614,1.512691634,,,1656.0947,1656.0947
,24772,9094,9093,Highway,1,0.62,1,36,2160,1,0,0.15,4,1,728.89,1.086808869,,,514.1495,514.1495
,24773,9094,10767,Highway,1,0.28,1,32,1440,1,0,0.15,4,1,2312.564939,1.02891482,,,178.828,178.828
,24774,9095,7468,Highway,1,0.4,1,38,1620,1,0,0.15,4,1,2303.788803,1.068089224,,,334.2403,334.2403
,24775,9095,10767,Highway,1,0.6,1,39,1440,1,0,0.15,4,1,2290.66256,1.914426893,,,2080.1481,2080.1481
,24776,9095,11191,Highway,1,1.25,1,38,720,1,0,0.15,4,1,576.4119904,2.303029946,,,607.6267,607.6267
